"Code","Event Name","Title","Composer","Arranger","Publisher [Collection]","Grade","Specification"
"502-2-28928","Keyboard Percussion Solo","Octave Etude","Irvin","","Permus Publications, Inc.","2","(marimba)(4.0-octave, 2 mallets)"
"502-2-28948","Keyboard Percussion Solo","Appalachian Fiddle Tune Medley","Houllif","","Permus Publications, Inc.","2","(xylophone or marimba)(4 mallets)"
"502-2-28949","Keyboard Percussion Solo","Raggedy Ragtime Rags","Eyles","","Meredith Music, Inc","2","(xylophone)(play one)(2 mallets)"
"502-2-28950","Keyboard Percussion Solo","Finlandia","Sibelius","Moore","Permus Publications, Inc.","2","(marimba)(4 mallets)"
"502-2-28951","Keyboard Percussion Solo","Minuet in G","Beethoven","Moore","Permus Publications, Inc.","2","(marimba)(4.0-octave, 2 mallets)"
"502-2-28952","Keyboard Percussion Solo","Masterworks for Mallets","Anon. or Trad.","Gottlieb","Row-Loff Publications","2","(marimba)(play one)(2 mallets)"
"502-2-28953","Keyboard Percussion Solo","Mountain Paths","Daughtrey","","C. Alan Publications","2","(marimba)(4.3-octave, 2 mallets)"
"502-2-28954","Keyboard Percussion Solo","Five Easy Two Mallet Pieces","Metzger","","Multiple Publishers;C. Alan Publications;C. Alan Publications [Step to Step]","2","(marimba and /or vibraphone)(play two)(2 & 4 mallets)"
"502-2-28955","Keyboard Percussion Solo","Crystal Light","Kastuck","","Ludwig Music Publishing Company","2","(vibraphone)(4 mallets)"
"502-2-28956","Keyboard Percussion Solo","Ritual Orientale","Hatch","","Drop6","2","(marimba) (4 mallets)"
"502-2-28957","Keyboard Percussion Solo","My Marimba and I","Hatch","","Drop6","2","(marimba)(play two contrasting mvts) (4 mallets)"
"502-2-28958","Keyboard Percussion Solo","Motif","Parks","","Grand Mesa Music Publishers","2","(marimba or xylophone) (piano accomp)(2 mallets)"
"502-2-28959","Keyboard Percussion Solo","From the Cradle","Quartier","","Meredith Music, Inc","2","(marimba)(4 mallets)"
"502-2-28960","Keyboard Percussion Solo","Stepping Stone","Quartier","","Meredith Music, Inc","2","(marimba)(4 mallets)"
"502-2-28961","Keyboard Percussion Solo","Slip ""N"" Slide","Quartier","","Meredith Music, Inc","2","(marimba)(4 mallets)"
"502-2-28962","Keyboard Percussion Solo","Merry Go Round","Quartier","","Meredith Music, Inc","2","(marimba)(4 mallets)"
"502-2-28963","Keyboard Percussion Solo","Ice Cream Cone","Quartier","","Meredith Music, Inc","2","(marimba)(4 mallets)"
"502-2-28964","Keyboard Percussion Solo","Extra Spices, Please!","Gottry","","C. Alan Publications","2","(marimba)(2 mallets)"
"502-2-30881","Keyboard Percussion Solo","Oakland","Ford","","Innovative [Marimba:  Technique Through Music]","2","(marimba)"
"502-2-30882","Keyboard Percussion Solo","Manhattan","Ford","","Innovative [Marimba:  Technique Through Music]","2","(marimba)"
"502-2-30885","Keyboard Percussion Solo","White Hollow","Ford","","Innovative","2","(marimba)"
"502-2-30887","Keyboard Percussion Solo","Kain","Ford","","Innovative [Marimba:  Technique Through Music]","2","(marimba)"
"502-2-30889","Keyboard Percussion Solo","Montecristo","Ford","","Innovative","2","(marimba)"
"502-2-30890","Keyboard Percussion Solo","Wellington","Ford","","Innovative","2","(marimba)"
"502-2-30891","Keyboard Percussion Solo","Azalea","Ford","","Innovative [Marimba:  Technique Through Music]","2","(marimba)"
"502-2-30892","Keyboard Percussion Solo","Coventry","Ford","","Innovative [Marimba:  Technique Through Music]","2","(marimba)"
"502-2-30894","Keyboard Percussion Solo","West Oak","Ford","","Innovative","2","(marimba)"
"502-2-30913","Keyboard Percussion Solo","Northampton","Fieldman","","Tapspace Publications, LLC","2","(marimba)(4 mallets)"
"502-2-30914","Keyboard Percussion Solo","Progressive Solo for 3-4 Mallets","Houlliff","Moore","Kendor Music, Inc. [Progressive Solo for 3-4 Mallets]","2","(marimba)(play two selections)"
"502-2-30915","Keyboard Percussion Solo","A Mighty Fortress is Our God","Luther","Ukena","PEL Music Publication","2","(marimba)"
"502-2-30916","Keyboard Percussion Solo","Gymnopedie","Satie","Casella","Tapspace Publications, LLC","2","(vibraphone)"
"502-2-30917","Keyboard Percussion Solo","Chorale and Dance","Sikes","","JPM Music Publications","2","(marimba)"
"502-2-30918","Keyboard Percussion Solo","Festival Pieces for Mallets, Vol. 2","Smales","","Kendor Music, Inc. [Festival Pieces for Mallets, Vol. 2]","2","(marimba)(play #7,#8, or #9, plus one other)"
"502-2-31129","Keyboard Percussion Solo","Romance de Amor","Anonymous","Hicks","Tapspace Publications, LLC","2","(marimba)(4.3-octave, 4 mallets)"
"502-2-31130","Keyboard Percussion Solo","Marimba: 7 Bach Chorales","Bach","Chenoweth","Alfred Music Company, Inc. [Marimba: 7 Bach Chorales]","2","(marimba)(play two)(4.3-octave, 4 mallets)"
"502-2-31131","Keyboard Percussion Solo","For Four","Gottry","","C. Alan Publications [For Four]","2","(marimba)(play 'A Little Mixer', 'Feeling One', or 'Chorale' plus 'Groove' or 'Bac-a-tu-ba')(4.0-octave, 4 mallets)"
"502-2-31132","Keyboard Percussion Solo","In a Heartbeat","Gottry","","Gottry Percussion","2","(marimba)(4.3-octave, 4 mallets)"
"502-2-31133","Keyboard Percussion Solo","Sonata in F","Handel","Slawson","Tapspace Publications, LLC","2","(marimba)(4.0-octave, 2 mallets)"
"502-2-31134","Keyboard Percussion Solo","Etude 1955","Hatch","","Marimba Productions Inc.","2","(marimba)(4.0-octave, 2 mallets)"
"502-2-31135","Keyboard Percussion Solo","Suite Pepper","Jones","","C. Alan Publications","2","(marimba)(play two from Etudes #1-#4)(4.0-octave, 4 mallets)"
"502-2-31136","Keyboard Percussion Solo","Winter's End","Morgan","","C. Alan Publications","2","(marimba)(piano accomp opt)(4.3-octave, 2 mallets)"
"502-2-31137","Keyboard Percussion Solo","My Little Suede Shoes","Parker","","Row-Loff Publications [Jazz Mallets:  In Session]","2","(vibraphone)(2 mallets)"
"502-2-31138","Keyboard Percussion Solo","Nora's Nightmare","Parthun","","Permus Percussion","2","(marimba)(4.0-octave, 4 mallets)"
"502-2-31139","Keyboard Percussion Solo","Anthology of Lute & Guitar Music for Marimba","Various","Kite","GP Percussion Music Publishers [Anthology of Lute & Guitar Music for Marimba]","2","(marimba)(play two from pgs. 17-28)(4.3-octave, 4 mallets)"
"502-2-31140","Keyboard Percussion Solo","The MassChap 2010 Xylophone Collection","Various","","Bachovich Music Publications [The MassChap 2010 Xylophone Collectoion]","2","(xylophone)(play one)(2 or 4 mallets)"
"502-2-31147","Keyboard Percussion Solo","Not Far From Here","Tyson","","Steve Wiess Music","2","(marimba)"
"502-2-31887","Keyboard Percussion Solo","12 Etudes for 2 Mallet Marimba","Lawless","","Innovative","2","(marimba)(play one)(4.0-octave, 2 mallets)"
"502-2-31888","Keyboard Percussion Solo","Jonathan's Light","Davila","","Row-Loff Publications [Impressions on Wood]","2","(marimba)(4.3-octave, 4 mallets)(Any etude/selection that is a TMEA or ATSSB audition etude may not be performed at Solo and Ensemble Contest during the same school year.)"
"502-2-31889","Keyboard Percussion Solo","Suenos","Davila","","Row-Loff Publications [Impressions on Wood]","2","(marimba)(4.5-octave, 4 mallets)(Any etude/selection that is a TMEA or ATSSB audition etude may not be performed at Solo and Ensemble Contest during the same school year.)"
"502-2-32801","Keyboard Percussion Solo","The Nonpareil","Joplin","Hicks","Tapspace Publications, LLC","2","(marimba) (5.0-octave) (4 mallets)"
"502-2-32803","Keyboard Percussion Solo","Solo Collection for the Young 4-Mallet Marimbist","Martin","","K. Wylie Publications [Solo Collection for the Young 4-Mallet Marimbist]","2","(marimba) (4.3-octave) (4 mallets) (pick one from: Molly Malone, Steal Away, The Harlan County Crowders, Ellen May, The Bold Tenant Farmer)"
"502-2-32806","Keyboard Percussion Solo","Colonial Glide","Pratt","Rath","Tapspace Publications, LLC [The Golden Age of Ragtime]","2","(xylophone) (piano/CD accomp) (2 mallets)"
"502-2-32807","Keyboard Percussion Solo","Dynamic Solos for Mallets","Slawson","","Alfred Music Company, Inc.","2","(marimba, vibraphone, or xylophone)(2 mallets)"
"502-2-32809","Keyboard Percussion Solo","Feeling Better","Trevino","","Self-Published Music","2","(marimba) (4.0-octave) (2 mallets)"
"502-2-32810","Keyboard Percussion Solo","Play It Again!","Woods","","Alfred Music Company, Inc. [5 Beginning-Level Solos for the Developing Mallet Player]","2","(play one) (marimba) (4.3-octave - 5.0-octave) (4 mallets)"
"502-2-33083","Keyboard Percussion Solo","Afternoon in March","Koshinski","","Self-Published Music [Two]","2","(marimba) (5.0-octave) (2 mallets)"
"502-2-33084","Keyboard Percussion Solo","Bim Bom Buenas Aires","Molenhof","","Really Good Music","2","(vibraphone) (2 mallets)"
"502-2-33959","Keyboard Percussion Solo","Julia Florida","Barrios","May","Lost Key Music","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33960","Keyboard Percussion Solo","Honor Bound","Brahms","Tate","Tapspace Publications, LLC [from Sequential Studies Book 1]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33961","Keyboard Percussion Solo","Hungarian Dance No. 5","Brahms","Quick","Rubank, Inc.","2","(marimba) (4.0 octave) (2-mallets)(piano acc.)"
"502-2-33962","Keyboard Percussion Solo","Harry Breuer's Ragtime Solos","Breuer","","Meredith Music, Inc","2","(xylophone) (2-mallets)"
"502-2-33963","Keyboard Percussion Solo","The Offering","Burritt","","Keyboard Percussion Publications","2","(marimba) (5.0 octave) (4-mallets)"
"502-2-33965","Keyboard Percussion Solo","Tequila Sunrise","Dachtyl","","Permus Publications, Inc.","2","(marimba) (4.0 octave) (4-mallets)"
"502-2-33966","Keyboard Percussion Solo","Hannah's Waltz","de  Souza","","Tapspace Publications, LLC [from Sequential Studies Book 1]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33967","Keyboard Percussion Solo","Des Pas Sur La Neige","Debussy","Keller","Pocket Publications","2","(vibraphone) (4-mallets)"
"502-2-33968","Keyboard Percussion Solo","Phantasie","Fluman","","C. Alan Publications","2","(vibraphone) (4-mallets)"
"502-2-33969","Keyboard Percussion Solo","Tales for Marimba Vol. 1","Golovko","","Editions Svitzer","2","(play one) (marimba) (4.3 octave) (4-mallets)"
"502-2-33970","Keyboard Percussion Solo","Motion","Gottry","","Gottry Percussion","2","(vibraphone) (4-mallets)"
"502-2-33971","Keyboard Percussion Solo","Andante for Marimba","Larson","","Tapspace Publications, LLC [from Sequential Studies Book 1]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33972","Keyboard Percussion Solo","Unbreaking the Spell","Lepper","","Advantage Network","2","(marimba) (4.0 octave) (4-mallets)"
"502-2-33973","Keyboard Percussion Solo","Toccetto (mar & piano)","Mertens","","Beursken","2","(marimba) (4.0 octave) (2-mallets)"
"502-2-33974","Keyboard Percussion Solo","Lauren's Lullaby","Parthun","","Permus Publications, Inc.","2","(marimba) (4.0 octave) (3-mallets)"
"502-2-33975","Keyboard Percussion Solo","Vanishing Warrior","Parthun","","Permus Publications, Inc.","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33976","Keyboard Percussion Solo","Summer Gardens","Pyatt","","Tapspace Publications, LLC","2","(marimba) (4.3 octave) (2-mallets)"
"502-2-33977","Keyboard Percussion Solo","Flight of the Bumblebee","Rimsky Korsakov","Quick","Rubank, Inc.","2","(marimba) (4.3 octave) (2-mallets)"
"502-2-33979","Keyboard Percussion Solo","Happy Farmer, The","Schumann","Gaines","Tapspace Publications, LLC [from Sequential Studies Book 1]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33980","Keyboard Percussion Solo","Atrium Dance","Shelton","","Honey Rock","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33981","Keyboard Percussion Solo","Adelita","Tarrega","May","Lost Key Music","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33982","Keyboard Percussion Solo","Clock is Ticking, The","Tate","","Tapspace Publications, LLC [from Sequential Studies Book 1]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33983","Keyboard Percussion Solo","Lifting Spirits","Thomas","","Tapspace Publications, LLC [from Sequential Studies Book 1]","2","(marimba) (4.6 octave) (4-mallets)"
"502-2-33984","Keyboard Percussion Solo","Holiday","Trevino","","Ivan Trevino [Self-published Song Book, Vol. 1]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33985","Keyboard Percussion Solo","Breathe","Weyer","","Tapspace Publications, LLC [from Spinning Yarns]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33986","Keyboard Percussion Solo","Drive","Weyer","","Tapspace Publications, LLC [from Spinning Yarns]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-33987","Keyboard Percussion Solo","Leap","Weyer","","Tapspace Publications, LLC [from Spinning Yarns]","2","(marimba) (4.0 octave) (2-mallets)"
"502-2-36559","Keyboard Percussion Solo","Cassie's Lullaby","Bunting","","C. Alan Publications [Studies in Rosewood]","2","(marimba) (4.5 octave) (4-mallets)"
"502-2-36560","Keyboard Percussion Solo","Auroras","Heiny","","C. Alan Publications","2","(bells) (4-mallets) (play 1st mvt)"
"502-2-36561","Keyboard Percussion Solo","Lost Cause Kids","Hopper","","Hopper Percussion","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36562","Keyboard Percussion Solo","A Long Winter's Night","Freytag","","Innovative","2","(marimba w/ piano accomp)"
"502-2-36563","Keyboard Percussion Solo","Four Reflections for Marimba","Meyers","","Permus Publications, Inc.","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36564","Keyboard Percussion Solo","Catalina","Davila","","Row-Loff Publications [Inspirations 4 Mallets]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36565","Keyboard Percussion Solo","Remembrance","Davila","","Row-Loff Publications [Inspirations 4 Mallets]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36566","Keyboard Percussion Solo","On a Sunday","Davila","","Row-Loff Publications [Inspirations 4 Mallets]","2","(vibraphone) (4-mallets)"
"502-2-36567","Keyboard Percussion Solo","As She Sleeps","Davila","","Row-Loff Publications [Inspirations 4 Mallets]","2","(vibraphone) (4-mallets)"
"502-2-36568","Keyboard Percussion Solo","Blue Wood","Ukena","","Southern Music Company","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36569","Keyboard Percussion Solo","Summer it is","Gevers","","Tapspace Publications, LLC [Wooden Storybook]","2","(marimba) (4.0-octave) (2-mallets)"
"502-2-36570","Keyboard Percussion Solo","Tap by Tap","Gevers","","Tapspace Publications, LLC [Wooden Storybook]","2","(marimba) (4.0-octave) (2-mallets)"
"502-2-36571","Keyboard Percussion Solo","Deebadoo-Wah","Gevers","","Tapspace Publications, LLC [Wooden Storybook]","2","(marimba) (4.0-octave) (2-mallets)"
"502-2-36572","Keyboard Percussion Solo","Into the Clouds","Gevers","","Tapspace Publications, LLC [Wooden Storybook]","2","(marimba) (4.0-octave) (2-mallets)"
"502-2-36573","Keyboard Percussion Solo","Obscure Night","Gevers","","Tapspace Publications, LLC [Wooden Storybook]","2","(marimba) (4.0-octave) (2-mallets)"
"502-2-36574","Keyboard Percussion Solo","Great and Small","Herndon","","Tapspace Publications, LLC","2","(marimba) (4.0-octave) (2-mallets)"
"502-2-36575","Keyboard Percussion Solo","The Professional","Green","","Tapspace Publications, LLC [Sequential Studies (Book 2 - Juila Gaines)]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36576","Keyboard Percussion Solo","Escape","Lawless","","Tapspace Publications, LLC [Sequential Studies (Book 2 - Juila Gaines)]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36577","Keyboard Percussion Solo","Song for Jessica","Carr","","Tapspace Publications, LLC [Sequential Studies (Book 2 - Juila Gaines)]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36578","Keyboard Percussion Solo","Watcher of the Skies","Thomas","","Tapspace Publications, LLC [Sequential Studies (Book 2 - Juila Gaines)]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36579","Keyboard Percussion Solo","Spinning Song","Ellmenreich","Tate","Tapspace Publications, LLC [Sequential Studies (Book 2 - Juila Gaines)]","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36580","Keyboard Percussion Solo","The Lord's Prayer","Malotte","Gaines","Tapspace Publications, LLC","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36581","Keyboard Percussion Solo","Melody in Repose","Smith","","Tapspace Publications, LLC","2","(marimba) (4.3 octave) (4-mallets)"
"502-2-36582","Keyboard Percussion Solo","A Bit Too Sour","Ukena","","Ukena Music [The Gorilla in the Room]","2","(marimba) (4.3 octave) (4-mallets) (play one)"
"502-2-36583","Keyboard Percussion Solo","For Your Story","Worden","","www.drewworden.com","2","(marimba) (5.0 marimba) (4-mallets)"
"502-2-38914","Keyboard Percussion Solo","Just a Gift","Gist","","C. Alan Publications [The Lion's Roar, Volume 1: 11 Sequential Solos for marimba]","2","(4.3 marimba) (4-mallets)"
"502-2-38915","Keyboard Percussion Solo","Three Character Waltzes","Haynes","","C. Alan Publications [Three Character Waltzes]","2","(5.0 marimba) (4-mallets) (play one waltz)"
"502-2-38916","Keyboard Percussion Solo","Two Illusions","Moore","","C. Alan Publications","2","(4.0 marimba) (2-mallets) (play one)"
"502-2-38917","Keyboard Percussion Solo","Quarantina","Tirado","","C. Alan Publications","2","(vibraphone) (4-mallets)"
"502-2-38918","Keyboard Percussion Solo","Salty Women","Wahlund","","C. Alan Publications [Mile Marker Zero: 12 Intermediate to Advanced Solos for Low A marimba]","2","(4.3 marimba) (4-mallets)"
